评论ID,电影名称,上映年份,用户昵称,用户评分,评论内容,评论时间,点赞数
4433221481,唐探1900,2025,张小北,4,陈思诚能想到华工血泪史，能想到找周润发来拍，这就很厉害了啊。周润发在本片中贡献了影帝级别的高潮演讲段落。虽然探案故事有点水，但整体的剧作相当工整，娱乐性还是很不错的，属于竞争激烈的春节档第二选电影，不挑观众，兼容并蓄，默默收钱那种。,2025-02-02 16:29:05,254
4426975949,唐探1900,2025,mz未来178,1,唐探系列还能再拍在座各位都有责任,2025-01-29 14:51:29,1379
4430199851,唐探1900,2025,疯人院的秘密,5,一个评论，打了三颗星，意思是讨厌在喜剧里搞宏大叙事。还有个说讨厌讲民族主义，不想大过年听课。这些话真是挺悲哀的，中国人的苦难历史，而许多中国人并不在乎。这是用喜剧方式讲了一段被许多人遗忘的灰色历史。它自然是有许多不足，但真实呈现了那段历史，没有为了满足观众喜好弄一个大圆满结局。即便找到真相，也无法改变中国人当时的处境。,2025-01-31 17:11:41,1140
4426997100,唐探1900,2025,晚不安,2,多年之后，面对众议员，周润发会回想起胡金铨那部未竟的遗作《华工血泪史》。不管他戏外对陈思诚的夸赞是否出于真心，《唐探1900》也终不过是另一部《澳门风云4》。五分嬉笑胡闹、两分推理、三分民族主义——直面档期的创作，能留下的无非只是一座影视主题乐园，琳琅满目但东倒西歪，很快便无人问津。唐探十年，只顾左右逢源，东游西逛，没有完成任何人物的成长。而真正的苦难，就如同片尾的历史照片一样成为点缀，成为创作者标榜自身的勋章。,2025-01-29 15:09:35,583
4429463814,唐探1900,2025,Pavlov,3,浓烈的割裂感。演技上，周润发的正派，张新成、白客的莽撞、刘昊然、王宝强、魏翔的无厘头分属几个象限的极端，把影片的基调来回拉扯。剧情上，生硬的推进让人总感觉少了点逻辑的合理性，身为人父的议员前脚刚为失手造成亲生女儿死亡悔恨不已，后脚就在他人怂恿下把遗体开膛破肚；钦差大臣可以在轻易受骗的“天真”与刀无虚发的“冷静”间无缝切换；主打破案的主角团则既可以突然中止查案，也可以之后热血上涌恢复查案；各个配角也都少不了“工具人”的属性，在需要的时候发挥作用，理由要么牵强，要么干脆不提。立意上，片尾的大煽情硬是让观众上了半堂历史课+半堂政治课，还要顺带迸发出些自嗨性质的民族自豪感。在“合家欢”性质突出的春节档拿出这样一部作品，主创确实很精明，只是在这种“既要又要”的创作导向下，影片硬生生被弄成了“四不像”。,2025-01-31 00:38:14,523
4340821299,唐探1900,2025,海上升明月,3,追唐探系列一开始是想能拍到多好看，而现在改成了想看拍到多烂。,2026-03-15 21:52:11,1
4430367188,唐探1900,2025,炯炯,2,好羡慕陈思诚永远可以保持五岁左右的世界观,2025-01-31 19:13:35,829
4426785757,唐探1900,2025,Mr. Infamous,1,诚师级别的异性恋，就别一而再再而三地擦边男男了。可以的话，春风沉醉换人重拍吧。（306）,2025-01-29 12:04:00,1363
4520664028,唐探1900,2025,流光,3,刘昊然无疑是演得最差的那个,2025-05-01 15:49:00,145
4426749402,唐探1900,2025,柯里昂,2,大型剧本杀，劣质cosplay，妥妥的三流电视剧质感，徐峥可以把「人在囧途」系列玩坏，陈思诚当然也可以把「唐探」系列玩坏，毕竟你俩属实是气味相投的一类人。,2025-01-29 11:35:08,1633
4387345870,唐探1900,2025,和寂寞一起悬空,3,格兰特自杀时，后面的哥们还健在？😂,2025-01-29 11:47:09,643
4435376279,唐探1900,2025,Dear Cosmos,2,大型避孕套广告，全美华人的命运全部都因为白人肚子里怀了黄人种而改变，不愧是陈思诚。悬疑探案过程的儿戏程度，给案件信息的时候还不如剧本杀dm过剧情详细，格兰特家就父女俩人，主角进公厕一般三进三出如入无人之境；岳云鹏在的每场戏都是灾难，那一句垂死病中惊坐起的“救中国”让我哑然失笑，就像是零帧起手的带货主播一样——你别说，陈思诚真就是个销冠，中医、华人劳工、反帝反美、救亡图存、自由民主，就这么多buff硬往上加，而且还带上了印第安人、黑人，一副世界民族大团结的架势，看来唯一能和好莱坞相比的就是这挪用文化的能力了。最后发哥的慷慨陈词，明显是对《闻香识女人》的拙劣模仿，“equality”一词振聋发聩到自带混响，击溃了我最后一丝心理防线。另外这最后硬带迷影情结的彩蛋，真是让我起了杀心。,2025-02-03 22:44:03,396
4439774667,唐探1900,2025,鱼泡熊猫眼,5,本来想打4星的，看到评分低得这么不合理，还是打5星满分了。上爱国价值居然是很多打低分的理由，这现象就很奇怪，自己国人的沉重历史难道不该被铭记？自己不宣传，指望外国人吗？人家不随意抹黑就不错了。难以理解这些同为黄种人的人，去抱白人大腿只会被更看不起，在他们看来黄种人都长差不多吧。比如，电影里我分不清爱丽丝的父亲、警长和最后的那个政客，都是留胡子的白人，只能根据对白猜。整个故事有喜剧有悬念，比3好很多，发哥的角色很贴合。我喜欢白客，又觉得他戏份有点多，不过查了原型1901年就被杀害了，居然连辛亥革命都没等到，戏多就多吧，也让我们记住这位革命先烈，这也是电影意义之一。,2025-02-06 23:40:43,694
4433312636,唐探1900,2025,明月来相照,2,含女演员量几乎等于零倒是没有人来审判厌女了😅在仅有的几句含女台词中女性都是作为战利品存在也是够恶心人的:“让他妹妹嫁给你”“睡皇帝的老婆” 周润发和王宝强很好，其他角色就像程序设定一样工具和机械，岳云鹏那个角色从满脑子只有“大清朝”到说出“救中国”甚至只需要一分钟😅,2025-02-02 17:34:02,602
4426770503,唐探1900,2025,QDQ.,2,很符合蛇年，虎头蛇尾的,2025-01-29 11:52:03,1066
4426741753,唐探1900,2025,为什么不快乐呢,1,意料之中的难看和无聊，坐在电影院里睡着了……,2025-01-29 11:26:24,1662
4443793439,唐探1900,2025,落单面条,1,在海外看到真的抬不起头来，从来没有这么觉得丢人过。,2025-02-10 07:44:45,314
4426745459,唐探1900,2025,echono（在云端,1,在电影院看的一肚子火，现在竟然不知道从何骂起…意识形态拿捏了，讽刺老美有一手的，刘昊然出道还有演技的现在直接撕护照式破罐子破摔，除了白客的演技丝滑到完全看不出在演，稀碎的剧情和半个小时也没等到一个的笑点让隔壁邻座没戴眼镜看不清的一对阿姨都懒得持续转播。 唐探粉这次再也无法溺爱，没有菜可以不上桌而不是端💩 蛇年第一部电影拉这么大，霉运快走开🙏 ps买了预售也想骂csc抢钱,2025-01-29 11:31:09,1550
